Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00085154947020,1,1.4,1,G,2,,1,904,11,10,0
EMA00085155002470,1,1.8,1,,2,20,3,812,6,0,0
EMA00085155362770,2,0.3,1,E,3,36,1,1061,11,4,2
EMA00085155427230,1,2.8,2,C,2,15,3,933,11,0,0
EMA00085155437550,1,0.9,2,E,2,45,3,733,14,0,0
EMA00085155485270,2,0.2,2,,3,38,1,655,11,0,0
EMA00085155496070,1,1.5,1,G,2,30,3,524,8,0,0
EMA00085155511500,1,0,2,,3,42,1,678,6,0,2
EMA00085155597710,1,0.5,1,,2,34,2,484,9,0,1
EMA00085155666390,1,0.1,1,A,3,38,2,778,9,0,1
EMA00085155689250,1,1.2,1,G,2,40,3,605,,10,0
EMA00085155974570,1,1.7,2,G,2,15,2,1082,9,4,0
EMA00085156146070,1,0.8,2,,2,27,3,902,8,0,0
EMA00085156197910,1,2.6,1,G,2,18,3,1014,5,0,0
EMA00085156265880,2,0.1,2,E,3,19,2,982,21,19,0
EMA00085156317910,1,1.2,1,E,2,45,2,253,6,1,1
EMA00085156359900,1,2.6,1,G,2,27,2,653,8,,0
EMA00085156424100,1,0.2,1,F,3,41,2,778,14,0,2
EMA00085156535180,1,1.2,2,E,2,38,2,578,31,27,0
EMA00085156743380,1,1.6,1,G,2,,3,145,9,4,0
EMA00085156779160,1,0.3,2,G,3,38,2,661,11,5,0
EMA00085156925830,1,0.6,2,G,2,19,2,1271,,4,0
EMA00085157233670,1,1.1,2,C,2,23,2,868,6,0,0
EMA00085157403370,1,0,1,G,3,67,1,79,8,0,0
EMA00085157672120,2,1.4,1,G,2,39,2,416,6,0,1
EMA00085157775230,2,0.1,1,,3,35,2,827,9,0,2
EMA00085157807070,1,0.2,2,,2,,2,1189,26,8,0
EMA00085157824260,1,0.2,2,G,2,24,1,902,11,8,0
EMA00085157857860,1,2.2,1,E,2,14,3,577,6,0,0
EMA00085158056000,1,2,2,C,2,31,3,458,11,0,0
EMA00085158115980,1,1.3,2,E,2,20,2,636,4,0,0
EMA00085158438330,1,0.1,1,D,3,47,2,542,14,11,1
EMA00085158476330,2,0.4,1,,2,15,2,880,4,0,0
EMA00085158676500,1,1,2,D,2,27,2,796,,0,0
EMA00085158693660,1,1,1,G,2,49,1,40,21,9,1
EMA00085158757690,1,2,2,E,2,27,1,524,11,0,0
EMA00085158943110,1,1.7,1,,2,46,3,253,4,0,0
EMA00085159010540,1,0.2,1,D,3,30,2,1296,28,15,0
EMA00085159071110,1,0.1,1,E,3,33,3,1122,,0,0
EMA00085159095490,1,2,2,C,2,17,2,694,14,12,0
EMA00085159117890,1,0.7,2,G,2,23,3,1082,6,0,0
EMA00085159131250,1,1.3,2,G,2,27,2,1038,9,0,1
EMA00085159259270,1,2.4,2,G,2,27,2,419,6,0,1
EMA00085159286990,1,0.3,1,G,2,37,2,962,6,0,0
EMA00085159538240,2,0.5,1,,2,45,2,840,,0,1
EMA00085159585750,2,3.7,1,,2,6,3,806,2,0,0
EMA00085159643820,2,0.1,1,C,3,,2,623,11,4,0
EMA00085159725540,1,2.5,2,,2,16,2,678,8,0,0
EMA00085159737180,1,2.4,2,G,2,,2,962,3,0,0
EMA00085159808420,1,2.6,1,,2,20,2,873,11,0,0
EMA00085159817570,1,1,2,,2,33,2,841,11,1,0
EMA00085159919830,1,1.9,2,F,2,,1,462,9,4,0
EMA00085160018410,2,0.1,1,A,3,16,3,636,9,0,0
EMA00085160050970,1,1.4,2,C,2,28,2,649,41,32,0
EMA00085160156390,1,0.6,2,C,2,54,2,187,5,0,0
EMA00085160216150,1,0.7,1,E,2,10,3,1316,2,0,0
EMA00085160240480,2,0.3,1,G,3,41,2,988,6,0,1
EMA00085160331710,1,1.4,2,D,2,24,2,933,11,10,0
EMA00085160371780,1,1.6,2,G,2,27,2,608,14,11,0
EMA00085160465770,2,0.1,1,G,3,,1,972,3,0,0
EMA00085160540390,1,0.2,1,C,3,53,1,904,21,10,0
EMA00085160627920,1,1.9,2,B,2,30,2,462,31,17,0
EMA00085160680760,2,0.3,1,B,3,36,2,694,11,10,2
EMA00085160734430,1,2.7,2,G,2,24,2,694,11,0,0
EMA00085160738630,1,1.9,2,E,2,21,2,1140,14,5,0
EMA00085160878250,1,0.3,1,D,2,32,1,795,8,0,0
EMA00085160893090,1,1,2,C,2,18,2,1173,11,0,1
EMA00085161025300,1,3,1,,2,16,1,653,11,9,0
EMA00085161103750,1,2.3,2,D,2,13,1,662,11,0,0
EMA00085161145650,1,1.2,2,B,2,15,3,868,14,1,0
EMA00085161242620,1,0.5,1,F,2,14,2,1316,4,0,0
EMA00085161373320,1,0.6,2,B,2,21,2,684,6,0,0
EMA00085161500150,1,1.6,2,G,2,14,3,737,21,20,0
EMA00085161672050,1,2.9,1,E,2,14,3,962,23,6,0
EMA00085161680250,1,1.8,2,D,2,,2,827,14,0,0
EMA00085161768820,1,0,2,,3,,1,704,11,10,1
EMA00085161929960,1,0.2,1,,3,37,1,684,5,4,0
EMA00085162099860,2,0,2,B,3,20,2,842,9,8,0
EMA00085162104350,2,0,1,E,3,22,2,757,5,0,0
EMA00085162302220,2,1.9,1,C,2,19,3,1082,6,0,0
EMA00085162388470,1,1.3,1,D,2,36,2,254,13,4,0
EMA00085162455790,1,0.1,1,D,3,52,2,311,5,0,0
EMA00085162481950,1,4.2,2,D,2,,2,518,5,0,0
EMA00085162675140,1,0.4,1,B,2,37,2,416,10,5,0
EMA00085162750850,1,0,1,B,3,47,2,560,6,0,1
EMA00085162883460,1,1.3,2,F,2,28,2,608,21,2,0
EMA00085162983660,1,0.2,2,C,2,42,2,608,21,2,0
EMA00085163058070,1,0.2,2,F,3,33,2,1157,21,16,1
EMA00085163060030,2,1.8,1,G,2,10,2,560,11,0,0
EMA00085163097870,1,3.2,1,D,2,30,3,519,11,7,0
EMA00085163223870,1,0.5,2,D,2,7,2,737,9,0,0
EMA00085163249280,1,1,2,E,2,20,2,751,6,0,0
EMA00085163377190,1,0.3,1,E,3,23,1,966,13,0,0
EMA00085163480000,1,0.4,1,,2,40,2,655,11,3,0
EMA00085163571300,1,1,1,G,2,35,1,339,6,0,0
EMA00085163597100,1,0.2,1,G,3,26,2,684,9,0,1
EMA00085163617920,1,1.2,2,G,2,35,2,282,6,0,1
EMA00085163637750,2,0.1,2,,1,0,2,1252,1,0,1
EMA00085163692160,1,1.9,1,,2,23,2,806,16,14,0
EMA00085163853390,2,0,2,G,3,13,1,741,3,0,0
EMA00085163861370,1,3.3,2,F,2,5,1,694,9,2,0
EMA00085163991910,1,0.1,1,B,3,18,2,339,4,0,0
EMA00085164080660,2,0.1,1,A,3,5,2,954,11,8,0
EMA00085164145640,2,1.8,1,C,2,30,1,424,9,0,0
EMA00085164320120,1,0.3,2,F,2,28,2,684,11,10,0
EMA00085164671970,1,1.2,2,D,2,25,3,608,6,0,0
EMA00085164699760,1,3.3,1,C,2,15,2,253,8,0,0
EMA00085165125380,1,0.3,2,,3,38,2,933,21,2,2
EMA00085165144030,1,0,1,,3,47,3,462,14,0,0
EMA00085165290300,1,0,2,G,3,14,2,786,10,0,0
EMA00085165527000,2,0.1,1,E,3,40,2,577,,6,1
EMA00085165544000,1,0.2,1,G,3,38,2,649,11,0,1
EMA00085165879110,1,2.2,2,G,2,,3,684,16,8,0
EMA00085165931810,1,1.8,1,,2,15,1,704,21,13,0
EMA00085165990980,1,0,2,G,3,55,2,366,11,10,0
EMA00085166006940,1,1.1,2,G,2,23,2,684,,0,0
EMA00085166026720,2,1.9,1,G,2,25,1,339,8,4,0
EMA00085166124920,2,3.1,1,E,2,,2,542,21,6,0
EMA00085166184340,2,2.4,1,C,2,17,1,812,11,3,0
EMA00085166377420,1,1.1,1,G,2,35,1,873,9,0,0
EMA00085166444860,1,2.2,1,F,2,,3,988,8,0,0
EMA00085166598820,1,2,1,G,2,,2,796,11,,0
EMA00085166640970,1,0.3,2,G,3,44,2,760,8,0,0
EMA00085166690100,1,2.5,1,D,2,34,2,694,16,1,0
EMA00085166703360,1,0,1,D,3,43,3,661,6,2,0
EMA00085166749770,1,1.4,1,G,2,30,2,524,16,13,0
EMA00085166984290,1,2.3,2,G,2,,3,741,6,0,0
EMA00085167021220,1,0.1,2,E,3,30,2,827,11,0,0
EMA00085167088820,2,0.1,2,G,3,41,2,186,5,0,0
EMA00085167265310,1,0.8,1,D,2,27,1,841,21,4,0
EMA00085167343870,1,4.2,1,C,2,,2,190,21,7,0
EMA00085167420610,2,0.3,2,D,3,20,2,812,5,0,0
EMA00085167490120,1,0.1,2,F,3,14,2,902,11,0,0
EMA00085167501170,1,2.7,2,G,2,20,2,904,21,,0
EMA00085167527250,1,0.2,1,E,3,45,2,593,31,25,0
EMA00085167800410,2,0.4,1,,2,47,2,840,6,0,0
EMA00085167818480,2,0.3,1,G,3,,2,741,16,1,0
EMA00085167844680,2,0,1,G,2,36,1,593,6,0,0
EMA00085167853780,1,1.6,2,E,2,,2,673,9,4,0
EMA00085167869570,1,1.5,2,,2,,2,880,9,0,0
EMA00085167937210,1,1.3,2,G,2,,2,593,26,7,0
EMA00085167942200,1,2.2,2,F,2,16,3,1103,14,1,0
EMA00085167946070,1,0.7,2,B,2,24,3,841,3,0,0
EMA00085167961430,1,0.1,2,D,3,34,2,1038,26,,0
EMA00085168048640,2,1.5,1,G,2,39,2,392,11,0,0
EMA00085168379480,2,0.4,1,E,2,22,2,1157,9,0,0
EMA00085168425200,1,1.8,1,C,2,27,2,608,11,10,0
EMA00085168512880,1,0,1,,3,45,2,962,11,5,1
EMA00085168535210,1,0.2,1,G,3,55,2,518,11,0,2
EMA00085168670110,2,0.3,1,,3,49,2,440,14,0,1
EMA00085168915260,1,0.2,1,G,1,0,1,630,1,0,2
EMA00085169033560,1,0.2,1,C,1,0,1,796,1,0,1
EMA00085169260100,1,3.2,2,G,2,16,3,392,11,3,0
EMA00085169307560,1,1.6,2,,2,15,2,608,6,0,0
EMA00085169371870,2,0.3,2,G,3,30,2,988,14,7,0
EMA00085169416510,1,4.5,1,G,2,10,2,366,4,0,0
EMA00085169461450,2,0.5,1,B,2,28,2,713,4,0,0
EMA00085169476360,1,2.1,2,F,2,10,3,1082,6,0,0
EMA00085169762780,1,0.1,1,,1,0,2,933,1,0,1
EMA00085169864320,1,0,1,G,3,40,2,962,4,0,1
EMA00085169909340,1,1.7,1,G,2,23,2,684,11,5,0
EMA00085169985250,1,0.2,1,B,3,57,3,462,6,0,0
EMA00085170076930,1,0.6,2,D,2,47,2,610,6,1,0
EMA00085170082140,1,0.3,1,B,2,54,2,490,26,25,0
EMA00085170222520,1,2.2,2,G,2,30,2,187,5,0,0
EMA00085170615790,2,0.1,1,C,3,20,1,462,,5,0
EMA00085170919810,1,0,2,,3,24,1,737,,6,0
EMA00085170944140,1,1.9,1,G,2,36,2,314,6,0,1
EMA00085171011330,1,0.8,2,G,2,18,2,1241,6,0,0
EMA00085171050380,1,1.5,1,E,2,12,1,939,4,0,0
EMA00085171190260,1,0.7,1,G,2,43,2,631,6,4,1
EMA00085171221540,1,0.3,1,G,3,31,2,880,,4,1
EMA00085171447070,2,0.2,2,,3,35,2,771,6,0,0
EMA00085171513950,2,0.3,2,D,3,40,2,282,3,0,1
EMA00085171794050,1,1.2,2,,2,32,2,560,36,26,0
EMA00085171874030,2,0.4,1,,2,49,2,458,4,1,0
EMA00085171918790,1,1.2,2,E,2,43,1,311,14,6,0
EMA00085171954470,2,0.3,1,G,3,48,2,352,16,11,0
EMA00085171963340,1,0.9,2,C,2,32,3,840,16,14,0
EMA00085172029380,1,0.6,1,G,2,35,2,662,18,,0
EMA00085172307570,1,3.2,1,C,2,24,3,458,11,0,1
EMA00085172413080,2,0,1,F,3,39,2,778,11,0,1
EMA00085172451810,1,1.3,2,B,2,26,2,988,6,0,0
EMA00085172453560,1,0.3,1,,3,30,2,1262,3,0,0
EMA00085172493070,1,0.4,1,D,2,47,2,504,11,0,0
EMA00085172812880,2,0.8,1,E,2,35,2,678,6,0,0
EMA00085172842950,1,1.6,2,,2,38,2,550,8,0,0
EMA00085173044870,1,0,1,D,3,33,2,722,8,1,1
EMA00085173075910,1,1.7,2,F,2,16,3,868,31,14,0
EMA00085173184160,1,0,2,B,3,43,1,630,8,5,1
EMA00085173274950,1,1.3,2,,2,50,2,40,4,0,1
EMA00085173294040,1,0.9,2,,2,22,2,1216,,1,0
EMA00085173338060,2,1.3,1,C,2,8,3,424,8,0,0
EMA00085173504720,2,0.5,1,E,2,30,2,1173,16,0,0
EMA00085173647840,2,1,1,D,2,,1,462,6,0,0
EMA00085173688140,1,0.8,1,,2,30,2,684,11,0,0
EMA00085173718220,1,1.2,1,E,2,41,2,251,14,3,1
EMA00085173742290,2,1.7,1,A,2,15,2,912,11,4,0
EMA00085173998120,1,2,2,,2,20,2,988,16,,0
EMA00085174024340,1,1.3,2,D,2,38,3,578,8,0,0
EMA00085174359240,2,1.1,1,G,2,26,2,812,21,5,0
EMA00085174449470,1,1.4,1,D,2,,1,416,21,15,0
EMA00085174509470,2,0,1,G,3,24,1,1216,6,0,0
EMA00085174521400,1,0.9,2,G,2,29,2,694,31,21,0
EMA00085174531410,1,0.9,2,E,2,35,1,542,31,14,0
EMA00085174739960,2,1.2,1,A,2,28,2,1102,9,0,0
EMA00085174763410,2,0.3,1,G,2,18,2,1216,5,0,0
EMA00085174801590,2,1.3,1,,2,10,2,623,4,0,0
EMA00085174826950,1,1.5,2,D,2,24,2,1082,4,0,0
EMA00085174880330,1,4.3,2,,2,,1,339,6,0,1
EMA00085174916540,1,0.2,2,D,3,60,1,458,6,0,0
EMA00085174932970,1,0.3,1,G,3,37,3,722,24,23,0
EMA00085175127370,1,1.5,1,E,2,38,2,366,11,7,0
EMA00085175196690,1,0.3,2,B,3,,2,673,9,5,1
EMA00085175229640,1,3.2,1,E,2,15,3,733,3,0,0
EMA00085175382320,1,0.3,1,E,2,,2,892,11,10,0
EMA00085175427100,2,2.3,1,E,2,,2,806,4,0,0
EMA00085175579100,1,0.2,2,F,3,47,1,840,6,1,2
EMA00085175605300,2,0.2,1,E,3,27,3,1252,21,7,0
EMA00085175616030,1,3.2,2,B,2,22,2,519,,2,0
EMA00085175675340,1,2.3,2,,2,13,2,339,19,8,0
EMA00085175699550,1,0.1,1,E,3,21,1,904,4,0,1
EMA00085175845510,1,1.5,1,G,2,,3,653,11,0,1
EMA00085175870580,1,0.4,1,G,2,30,2,1122,14,0,0
EMA00085175903340,1,0.3,2,,3,24,3,982,26,10,0
EMA00085176037750,2,0.1,1,G,3,29,2,684,4,0,0
EMA00085176068490,1,0.1,2,,3,,2,605,8,0,2
EMA00085176168640,1,1,2,E,2,45,2,565,16,10,1
EMA00085176253130,2,0.1,2,,3,26,2,737,6,0,0
EMA00085176423060,1,1,2,D,2,46,2,314,8,2,0
EMA00085176534150,2,0.3,1,A,3,13,1,694,9,8,0
EMA00085176591910,2,0.1,1,E,2,37,2,1014,6,5,0
EMA00085176677280,2,0.5,1,,2,21,2,1157,4,0,0
EMA00085176764610,1,1.9,2,D,2,14,2,649,11,5,0
EMA00085176769260,1,1.7,1,,2,,1,1203,11,8,1
EMA00085177123390,1,0.2,1,E,3,41,1,593,11,0,1
EMA00085177280450,1,1.4,2,C,2,18,2,922,21,4,0
EMA00085177335490,2,1.5,1,E,2,20,1,1014,4,0,0
EMA00085177353960,1,0,1,G,3,38,2,873,31,21,1
EMA00085177544970,1,0.4,1,F,2,53,2,366,6,0,0
EMA00085177612050,2,1.7,1,F,2,15,2,1216,,0,0
EMA00085177630380,2,1.2,1,,2,21,2,841,4,2,0
EMA00085177632160,1,1,2,D,2,23,2,892,18,0,0
EMA00085177672570,1,0,2,G,3,34,2,694,21,8,0
EMA00085177838690,1,3.5,1,,2,18,2,416,4,0,0
EMA00085177984700,1,0.9,1,C,2,23,2,1173,21,7,0
EMA00085178016360,2,0.1,1,F,3,44,2,806,6,5,1
EMA00085178096470,1,0.2,2,G,3,46,3,152,8,0,0
EMA00085178164590,1,1.1,1,E,2,34,3,593,14,7,0
EMA00085178223960,1,0.9,1,G,2,32,2,873,16,0,0
EMA00085178321040,1,0.2,1,C,3,38,2,771,6,,0
EMA00085178352690,2,3.5,1,G,2,5,1,470,2,,0
EMA00085178437090,2,0.2,1,,1,0,2,314,1,0,0
EMA00085178668860,2,0.9,1,E,2,27,3,605,6,3,0
EMA00085178776240,1,0.4,1,B,2,48,2,311,3,0,0
EMA00085178952870,1,1.2,1,,2,40,1,524,24,10,0
EMA00085179014130,1,1.8,2,B,2,23,1,1014,11,9,0
EMA00085179123400,1,0.2,1,E,2,27,2,931,7,0,0
EMA00085179241250,2,0.5,1,G,2,21,2,737,8,3,0
EMA00085179359380,1,0.9,1,,2,31,2,649,9,0,0
EMA00085179717080,1,0.1,2,G,3,,2,1060,26,25,2
EMA00085179799900,1,0.9,2,G,2,21,3,737,14,0,0
EMA00085179865590,1,0.1,1,D,2,44,1,721,26,10,0
EMA00085179881210,1,2.7,1,G,2,16,2,655,11,6,0
EMA00085179926440,1,0.4,1,D,2,40,2,311,9,0,0
EMA00085179973820,1,1.7,1,G,2,26,2,812,16,0,0
EMA00085180084720,2,0.1,2,G,3,,2,655,11,6,0
EMA00085180220220,1,1.6,1,D,2,33,2,392,4,0,0
EMA00085180304410,1,0.3,2,G,2,46,2,560,6,0,0
EMA00085180313530,1,2,1,G,2,9,2,694,9,0,0
EMA00085180392110,2,0.3,1,B,3,45,2,339,6,0,0
EMA00085180491750,1,2.3,1,E,2,39,2,311,6,0,1
EMA00085180566990,1,0.9,1,E,2,12,3,1303,11,0,0
EMA00085180595540,1,0.5,2,G,2,,3,1157,16,5,0
EMA00085180619970,1,1,2,,2,25,2,673,16,4,0
EMA00085180842430,1,0.1,1,D,3,59,2,275,2,0,0
EMA00085180880990,2,1.3,1,D,2,25,2,662,9,2,0
EMA00085180935730,1,0.9,1,B,2,34,3,741,7,0,0
EMA00085180943300,1,1.5,1,G,2,35,2,352,14,0,0
EMA00085181187510,1,1.7,2,G,2,34,1,484,11,0,0
EMA00085181206840,2,0,2,G,3,47,1,416,8,0,2
EMA00085181525180,1,0,1,E,3,40,1,653,21,,2
EMA00085181682630,1,1.3,2,E,2,30,2,721,9,7,2
EMA00085181828230,2,0.1,2,G,3,41,3,721,29,13,0
EMA00085181916070,1,0.2,1,G,3,32,2,713,14,9,1
EMA00085181928060,2,0.8,1,C,2,20,3,946,6,1,0
EMA00085182067630,2,0,1,E,3,9,3,1241,21,,0
EMA00085182129740,1,0.9,1,D,2,,2,458,8,7,0
EMA00085182151960,1,1.5,2,G,2,,3,806,21,14,0
EMA00085182201210,1,0.3,1,E,3,46,2,840,6,0,1
EMA00085182303900,2,0.1,1,G,3,38,2,79,11,0,0
EMA00085182570290,1,0.3,2,,3,60,2,470,11,7,2
EMA00085182699590,1,1.8,1,C,2,19,2,880,8,0,0
EMA00085182783130,1,1.1,2,D,2,32,3,560,21,18,0
EMA00085182882920,2,0.2,2,E,3,33,2,880,4,0,0
EMA00085182895540,1,2.3,2,E,2,20,2,542,8,0,0
EMA00085182924350,2,0.9,1,E,2,33,3,700,2,0,0
EMA00085183024350,2,0,2,D,3,37,2,521,11,9,1
EMA00085183193320,1,1.7,2,,2,13,2,1189,11,0,0
EMA00085183264480,2,2,1,G,2,21,2,904,4,0,0
EMA00085183478990,1,2,1,E,2,23,2,662,16,13,0
EMA00085183555500,1,0.1,2,C,3,22,2,763,,0,0
EMA00085183593250,1,1.4,1,E,2,31,2,873,14,9,0
EMA00085183880820,1,0.8,1,,2,50,2,233,6,3,0
EMA00085183922130,1,0.2,2,D,2,30,2,796,,0,0
EMA00085183979140,2,1.4,1,,2,17,2,946,21,16,0
EMA00085184059020,2,2.5,1,G,2,,3,605,6,0,0
EMA00085184165840,1,0.8,1,,2,40,3,519,4,0,0
EMA00085184193440,1,0.7,2,G,2,18,3,1252,31,15,0
EMA00085184228420,1,0.3,1,F,3,45,2,608,9,0,0
EMA00085184245510,1,1.3,1,,2,17,2,737,4,0,0
EMA00085184564450,1,0.3,2,G,3,43,2,458,14,8,0
EMA00085184870670,1,1.1,1,,2,28,1,1157,9,1,0
EMA00085184882580,1,2.7,2,G,2,30,1,282,21,18,0
EMA00085184959440,1,3,1,G,2,22,2,251,6,0,0
EMA00085185005660,2,0.2,1,E,3,20,1,1241,8,0,0
EMA00085185136390,1,0.3,1,G,3,44,2,565,6,3,0
EMA00085185174720,2,1.6,1,G,2,25,2,812,4,0,0
EMA00085185221110,1,2.3,2,G,2,28,1,311,21,20,0
EMA00085185321320,1,0.6,2,F,2,42,2,655,14,0,0
EMA00085185339490,1,0,1,E,3,46,2,840,6,0,1
EMA00085185435230,1,0.3,1,,3,45,1,1103,3,0,0
EMA00085185561910,1,0.4,2,B,2,29,3,741,6,0,0
EMA00085185721360,1,0.4,2,D,2,,2,842,6,0,0
EMA00085185754830,1,0.2,1,F,2,39,2,721,11,0,0
EMA00085185764960,2,1.5,1,G,2,,2,912,6,1,0
EMA00085185781000,2,2.6,1,G,2,21,3,700,6,0,0
EMA00085186050300,2,0.3,1,E,3,43,1,733,6,5,1
EMA00085186113410,1,1.6,2,G,2,28,3,1082,31,27,0
EMA00085186401830,1,1.6,1,C,2,27,2,593,,0,0
EMA00085186423360,1,1.1,2,C,2,35,2,424,6,3,1
EMA00085186477730,1,1.9,2,E,2,35,2,610,16,0,0
EMA00085186537660,2,1.3,1,D,2,36,1,655,8,5,0
EMA00085186563010,1,0.2,2,C,3,50,3,806,8,6,1
EMA00085186631390,1,1.4,2,D,2,33,1,524,9,,0
EMA00085186805280,2,3.5,1,,2,5,2,655,2,0,0
EMA00085186905080,1,0.1,1,G,3,,2,419,9,8,1
EMA00085187129310,2,0,2,,3,46,3,1014,11,5,0
EMA00085187130010,2,0.2,1,G,2,15,1,730,9,3,0
EMA00085187201540,1,1.8,1,F,2,15,3,1203,11,0,2
EMA00085187477120,1,0.1,1,F,3,31,3,741,,10,0
EMA00085187532150,1,1.4,1,D,2,33,2,934,8,0,0
EMA00085187717600,1,0.2,1,F,3,38,3,988,5,4,0
EMA00085187769810,2,1.7,1,F,2,,2,366,8,1,1
EMA00085187779390,2,1.3,1,,2,35,2,560,9,0,0
EMA00085187794520,1,1.2,2,E,2,49,2,253,,0,0
EMA00085187859840,2,0.3,1,B,3,30,2,542,9,0,0
EMA00085187885800,1,0.1,2,G,2,34,2,636,16,11,0
EMA00085188004300,2,0.3,1,B,3,33,2,713,19,15,0
EMA00085188153270,1,0.4,2,D,2,48,1,610,16,6,0
EMA00085188209080,2,1.4,1,G,2,,2,1038,5,0,0
EMA00085188326700,1,0.2,2,,3,27,1,1082,10,5,0
EMA00085188354300,1,1.9,2,D,2,19,1,1103,9,0,0
EMA00085188391200,1,0.2,1,G,3,41,2,1103,8,3,0
EMA00085188432970,1,3.1,2,G,2,20,3,771,6,4,0
EMA00085188455040,1,2.2,1,G,2,24,1,1061,6,0,0
EMA00085188464110,2,3,1,G,2,18,3,694,4,0,0
EMA00085188500120,1,2.7,2,G,2,37,1,132,7,0,0
EMA00085188509310,2,2.9,1,,2,25,2,251,6,2,0
EMA00085188676060,2,1,1,G,2,32,2,116,8,0,0
EMA00085188720970,1,0.9,2,G,2,26,2,673,21,2,0
EMA00085188745490,1,1,2,G,2,37,1,484,11,0,0
EMA00085188844330,1,0,1,E,3,,3,827,14,9,2
EMA00085188852560,1,1,1,G,2,31,2,796,6,3,0
EMA00085189004080,1,0,1,B,3,43,2,933,21,11,1
EMA00085189009930,1,1,2,F,2,8,2,892,9,5,0
EMA00085189137150,1,0,1,G,3,35,1,1082,19,13,0
EMA00085189282710,1,0.6,2,,2,12,1,939,11,0,0
EMA00085189355640,1,0.8,2,E,2,35,1,1014,21,17,0
EMA00085189741730,1,0.6,1,B,2,28,3,827,15,13,0
EMA00085189783750,1,3.2,2,,2,20,1,470,21,10,0
EMA00085189900600,1,0.1,1,C,3,59,2,470,21,12,1
EMA00085190023310,2,0.3,1,C,3,31,2,684,11,0,0
EMA00085190052150,1,0.2,1,B,3,24,2,1303,6,0,0
EMA00085190062590,1,0.7,2,G,2,31,2,560,16,4,0
EMA00085190088650,2,2.1,1,F,2,17,2,623,4,0,0
EMA00085190194990,2,0,2,G,3,40,2,806,2,0,0
EMA00085190222600,1,1.9,2,G,2,18,3,1038,8,0,0
EMA00085190402340,1,2.9,1,G,2,26,2,419,11,4,0
EMA00085190595100,2,0.3,1,,3,40,2,1082,19,5,0
EMA00085190607520,1,1.3,1,,2,,2,653,5,0,0
EMA00085190686390,1,3.1,1,G,2,18,2,560,4,0,0
EMA00085190736230,1,0.5,2,F,2,,2,827,11,0,0
EMA00085190752770,1,1.7,2,B,2,13,2,1173,5,0,0
EMA00085190887370,1,0.2,2,B,2,,1,521,8,0,0
EMA00085190900410,1,0.6,2,E,2,53,2,458,6,0,0
EMA00085190967310,1,0,2,C,2,44,2,1014,11,8,0
EMA00085191008080,1,0.4,2,E,2,18,2,737,14,0,0
EMA00085191058660,1,2.4,1,D,2,19,2,1082,11,8,0
EMA00085191335510,1,0,1,,3,42,2,1060,11,0,1
EMA00085191587170,1,2.9,1,E,2,30,2,470,21,20,0
EMA00085191611680,1,0.8,1,B,2,39,2,630,11,9,0
EMA00085191667410,1,4.2,2,E,2,16,3,366,8,0,0
EMA00085191698060,1,4.4,1,G,2,12,1,366,11,9,0
EMA00085191783790,1,0.6,2,C,2,23,2,763,9,0,0
EMA00085191815520,1,0.2,1,E,3,,1,353,6,4,1
EMA00085191829100,2,2.7,1,,2,15,3,733,8,4,0
EMA00085191870420,1,0,2,G,3,44,2,806,21,10,1
EMA00085191918770,1,0.3,1,G,3,39,3,733,16,11,0
EMA00085192032080,1,1.6,2,G,2,33,2,484,6,0,1
EMA00085192075200,1,1.7,2,C,2,24,2,577,21,12,1
EMA00085192202200,1,0.3,2,D,3,6,1,868,14,0,0
EMA00085192220400,2,1.3,1,C,2,37,3,1038,6,1,0
EMA00085192307530,1,2.5,2,E,2,10,3,1060,4,0,0
EMA00085192734950,1,0.2,2,F,3,46,2,806,21,9,2
EMA00085192760120,1,1.7,2,E,2,20,3,1102,5,0,0
EMA00085192888980,2,0.6,1,B,2,,1,722,21,,0
EMA00085192894390,2,0.8,1,B,2,32,2,904,4,0,0
EMA00085193197450,2,0.3,2,E,3,29,2,744,14,0,0
EMA00085193278950,2,1.2,1,,2,37,1,610,6,4,0
EMA00085193313850,1,0.4,2,,2,,2,1082,16,3,0
EMA00085193364110,2,0.1,1,G,3,36,2,1082,9,7,0
EMA00085193446800,1,3,2,G,2,34,2,40,8,0,1
EMA00085193528610,1,0.1,1,G,3,54,1,524,6,0,0
EMA00085193587580,1,0.3,2,G,3,33,1,1189,2,0,0
EMA00085193639100,1,0.3,2,B,3,26,2,1082,18,2,1
EMA00085193780490,2,1.6,1,E,2,23,3,610,2,0,0
EMA00085193793810,1,1.8,1,,2,45,3,99,8,0,1
EMA00085193817410,2,0,2,E,3,39,1,593,21,2,1
EMA00085193820940,1,0.3,1,,2,32,2,623,5,0,0
EMA00085194119990,1,1.1,1,G,2,32,3,416,4,0,0
EMA00085194239880,1,2.9,1,D,2,36,2,51,4,0,1
EMA00085194412300,1,0.7,2,C,2,,2,694,11,0,0
EMA00085194478540,1,0,1,B,3,28,2,1173,9,,0
EMA00085194543250,1,0.5,2,D,2,51,2,424,21,14,0
EMA00085194669770,1,0.1,2,G,3,38,2,841,21,4,1
EMA00085194757740,1,3.1,1,F,2,30,2,152,6,0,1
